0922最后一次登陆前的等级,角色id,churn,角色,0922最后一次登陆后的等级,0922最后一次登陆升了多少等级,2日充值总值,战力,天书炼魔阵次数,仙门试炼次数,仙门试炼最高级,天书护送李英琼次数,天书保护苦行头陀次数,天书血魔幻境次数,天书圣焰战场次数,天书蟠桃园次数,banggong,isparty,首次炼魔阵等级,ispvp,isforge,Forge_time,Forge_success_rate,法宝修炼次数,融合法宝次数,玩家地区,kill_time,death_time,duanzao+1,duanzao+2,duanzao+3,duanzao+4,duanzao+5,duanzao+6,duanzao+7,duanzao+8,duanzao+9,duanzao+10,duanzao+11,duanzao+12,duanzao+13,whether_have_any_duanzao_+5
39,8102028182651404288,0,武尊,39,0,0.0,46409.0,1,24,14,0,0,1,0,1,0.0,0,38.0,0.0,1.0,56.0,80.0,36.0,3.0,Others,0.0,4.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028182655303680,0,仙禽,45,0,60.0,102512.0,2,35,32,2,2,2,15,1,0.0,0,33.0,1.0,1.0,92.0,88.0,54.0,9.0,菲律宾,155.0,135.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
25,8102028182657925122,0,仙禽,29,4,60.0,33072.0,0,0,0,0,0,0,1,0,0.0,0,0.0,1.0,1.0,11.0,82.0,17.0,0.0,菲律宾,4.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8102028182662119425,0,青城,23,1,0.0,11608.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028182676963329,0,青城,43,0,0.0,73206.0,2,25,24,2,2,2,1,1,0.0,0,36.0,1.0,1.0,75.0,50.0,49.0,21.0,菲律宾,4.0,6.0,1,0,0,4,5,2,1,1,0,0,0,0,0,1
43,8102028182684434432,0,百花,44,1,0.0,88662.0,2,34,33,2,2,2,5,1,0.0,0,38.0,1.0,1.0,99.0,50.0,79.0,14.0,菲律宾,30.0,28.0,0,0,0,4,5,2,1,2,0,0,0,0,0,1
43,8102028182714941440,0,仙禽,43,0,60.0,56628.0,1,13,13,1,1,1,1,1,1070.0,1,39.0,1.0,1.0,53.0,89.0,40.0,2.0,菲律宾,2.0,8.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
40,8102028182761537536,0,峨嵋,40,0,60.0,58334.0,1,22,16,0,0,2,2,1,13970.0,1,38.0,1.0,1.0,58.0,80.0,56.0,2.0,菲律宾,1.0,15.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
42,8102028180817805312,0,武尊,42,0,0.0,75741.0,1,44,23,2,2,2,0,1,20.0,1,40.0,0.0,1.0,72.0,72.0,37.0,13.0,菲律宾,1.0,1.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
45,8102028180821508096,0,峨嵋,45,0,0.0,91517.0,2,51,26,4,3,2,4,2,2325.0,1,35.0,1.0,1.0,98.0,86.0,54.0,18.0,菲律宾,43.0,30.0,0,0,0,2,3,4,1,2,0,0,0,0,0,1
45,8102028180829831168,0,武尊,45,0,60.0,78996.0,2,33,26,2,3,2,10,2,7050.0,1,28.0,1.0,1.0,95.0,87.0,45.0,12.0,菲律宾,43.0,79.0,1,0,0,4,5,1,1,2,0,0,0,0,0,1
44,8102028180830748672,0,仙禽,44,0,60.0,83344.0,2,44,26,2,2,3,1,2,2250.0,1,37.0,1.0,1.0,75.0,13.33,74.0,10.0,菲律宾,4.0,11.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
44,8102028180835500032,0,仙禽,45,1,120.0,87216.0,2,25,23,2,2,2,10,2,0.0,0,29.0,1.0,1.0,81.0,85.0,67.0,7.0,菲律宾,144.0,96.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
43,8102028180850278400,0,百花,43,0,60.0,71181.0,2,29,15,0,0,1,1,1,2735.0,1,26.0,1.0,1.0,81.0,85.0,75.0,3.0,菲律宾,0.0,7.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
45,8102028180857651202,0,武尊,45,0,0.0,92072.0,2,40,33,2,2,2,4,2,0.0,0,43.0,1.0,1.0,91.0,60.0,96.0,15.0,菲律宾,51.0,42.0,1,0,0,3,4,1,1,2,0,0,0,0,0,1
41,8102028180868497408,1,武尊,41,0,0.0,58493.0,1,17,17,1,1,2,2,1,1520.0,1,33.0,1.0,1.0,51.0,74.0,27.0,7.0,菲律宾,5.0,14.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
35,8102028180870725635,0,仙禽,38,3,0.0,35655.0,0,27,16,0,1,0,0,1,1255.0,1,0.0,0.0,1.0,19.0,70.0,18.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
45,8102028180878589952,0,武尊,45,0,0.0,81928.0,2,32,29,2,2,2,3,2,0.0,0,39.0,1.0,1.0,70.0,32.0,42.0,9.0,菲律宾,10.0,22.0,0,0,0,3,1,0,1,2,0,0,0,0,0,1
44,8102028180880392192,0,峨嵋,44,0,0.0,63852.0,2,32,23,1,1,2,4,1,1560.0,1,32.0,1.0,1.0,86.0,72.0,47.0,21.0,菲律宾,7.0,26.0,1,0,0,4,5,4,1,1,0,0,0,0,0,1
18,8102028180886454274,0,仙禽,24,6,0.0,10996.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028180902215680,0,峨嵋,45,0,360.0,100066.0,2,29,26,5,4,3,4,2,0.0,0,36.0,1.0,1.0,83.0,45.0,41.0,17.0,菲律宾,24.0,34.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
45,8102028180913750016,0,仙禽,45,0,0.0,84915.0,2,30,27,2,2,2,3,2,2225.0,1,37.0,1.0,1.0,89.0,50.0,37.0,14.0,菲律宾,38.0,20.0,1,0,0,3,5,1,1,2,0,0,0,0,0,1
43,8102028180930166784,0,峨嵋,43,0,0.0,55008.0,2,31,22,2,2,2,0,0,1320.0,1,25.0,0.0,1.0,48.0,74.0,64.0,4.0,菲律宾,0.0,0.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
1,8102028180937768961,1,峨嵋,1,0,0.0,900.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8102028180951990272,0,峨嵋,41,0,60.0,55209.0,1,20,17,2,2,2,2,2,0.0,0,35.0,1.0,1.0,20.0,68.0,66.0,4.0,菲律宾,6.0,7.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
43,8102028180957134848,0,武尊,44,1,0.0,73111.0,2,47,26,2,2,3,0,2,0.0,0,30.0,0.0,1.0,45.0,34.0,27.0,2.0,Others,0.0,3.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
24,8102028180960509952,1,青城,25,1,0.0,9714.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8102028180970176512,0,峨嵋,41,3,0.0,58268.0,2,18,17,1,1,2,1,2,340.0,1,37.0,1.0,1.0,53.0,87.0,31.0,2.0,菲律宾,1.0,7.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
38,8102028180978270208,0,青城,38,0,60.0,48201.0,1,16,16,1,1,1,0,0,2900.0,1,35.0,0.0,1.0,50.0,30.0,221.0,0.0,菲律宾,0.0,0.0,1,0,0,4,4,1,0,2,0,0,0,0,0,1
43,8102028181034958848,0,峨嵋,44,1,0.0,70263.0,2,40,22,2,2,2,4,2,0.0,0,36.0,1.0,1.0,85.0,70.0,30.0,13.0,菲律宾,23.0,28.0,0,0,0,3,3,1,1,2,0,0,0,0,0,1
45,8102028181035220992,0,青城,45,0,0.0,78651.0,2,32,21,2,2,2,4,2,0.0,0,36.0,1.0,1.0,67.0,82.0,34.0,4.0,菲律宾,12.0,33.0,1,0,0,4,5,0,0,2,0,0,0,0,0,1
36,8102028181059665921,1,青城,36,0,0.0,29812.0,0,17,11,0,0,0,0,0,220.0,1,0.0,0.0,1.0,10.0,100.0,10.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,8102028181080866816,0,青城,42,0,0.0,59293.0,2,37,17,3,2,2,0,1,1300.0,1,36.0,0.0,1.0,55.0,46.0,19.0,4.0,菲律宾,0.0,1.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
45,8102028181083750400,0,武尊,45,0,0.0,82931.0,2,27,27,2,2,2,0,2,0.0,0,37.0,0.0,1.0,83.0,45.0,46.0,10.0,菲律宾,7.0,11.0,1,0,0,3,1,0,1,2,0,0,0,0,0,1
36,8102028181102690304,0,青城,37,1,0.0,38075.0,0,14,13,0,0,1,0,0,0.0,0,0.0,0.0,1.0,16.0,64.0,28.0,1.0,Others,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,8102028181104099329,0,武尊,45,0,0.0,77442.0,2,37,26,4,2,3,2,2,0.0,0,31.0,1.0,1.0,62.0,50.0,41.0,13.0,菲律宾,7.0,7.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
42,8102028181112619008,0,武尊,44,2,0.0,73429.0,2,58,26,2,2,2,1,2,5210.0,1,38.0,1.0,1.0,82.0,80.0,70.0,5.0,菲律宾,6.0,5.0,1,0,0,3,3,0,1,1,0,0,0,0,0,1
22,8102028181116715008,0,武尊,32,10,60.0,40501.0,1,16,16,0,0,1,0,0,1350.0,1,25.0,0.0,1.0,12.0,100.0,42.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
36,8102028181128937472,0,武尊,40,4,0.0,49853.0,1,12,12,0,0,1,0,1,0.0,0,39.0,0.0,1.0,24.0,85.0,63.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
36,8102028181130936320,0,峨嵋,37,1,60.0,40517.0,1,15,15,0,0,0,0,1,0.0,0,36.0,0.0,1.0,21.0,85.0,32.0,0.0,菲律宾,0.0,1.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
7,8102028181137522688,1,峨嵋,9,2,0.0,3956.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,美国,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8102028181142208512,0,峨嵋,41,2,0.0,46317.0,2,32,16,2,2,2,2,1,610.0,1,36.0,1.0,1.0,48.0,68.0,28.0,1.0,菲律宾,2.0,13.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
41,8102028181149712384,0,仙禽,41,0,0.0,59260.0,2,20,20,0,1,2,2,1,1205.0,1,36.0,1.0,1.0,61.0,84.0,82.0,13.0,菲律宾,4.0,9.0,1,0,0,3,5,3,1,2,0,0,0,0,0,1
14,8102028181156855808,0,青城,22,8,0.0,10574.0,1,0,0,0,0,0,0,0,0.0,0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8102028181157707776,0,峨嵋,36,1,0.0,15562.0,0,0,0,0,0,0,0,0,640.0,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028181166063616,1,仙禽,5,4,0.0,1290.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8102028181166620673,1,仙禽,35,4,60.0,47758.0,1,12,12,2,0,1,0,0,0.0,0,18.0,0.0,1.0,45.0,85.0,35.0,0.0,菲律宾,0.0,0.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
40,8102028181169602560,0,百花,44,4,0.0,79245.0,2,18,17,2,2,2,4,2,10240.0,1,35.0,1.0,1.0,53.0,70.0,41.0,12.0,菲律宾,11.0,22.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
30,8102028181198635008,1,仙禽,35,5,0.0,33897.0,0,26,13,0,0,1,0,0,1400.0,1,0.0,0.0,1.0,19.0,72.0,29.0,3.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
45,8102028181205516288,0,武尊,45,0,0.0,87869.0,2,32,30,2,2,2,4,2,0.0,0,36.0,1.0,1.0,91.0,68.0,45.0,11.0,菲律宾,37.0,45.0,1,0,0,3,2,0,1,1,0,0,0,0,0,1
39,8102028181218099200,0,峨嵋,39,0,0.0,44720.0,2,10,10,0,0,1,0,0,0.0,0,29.0,0.0,1.0,33.0,80.0,42.0,2.0,菲律宾,0.0,1.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
35,8102028181238382592,0,青城,36,1,0.0,43941.0,0,27,14,0,1,1,2,0,650.0,1,0.0,1.0,1.0,22.0,89.0,46.0,0.0,菲律宾,4.0,10.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
39,8102028181267283968,0,青城,40,1,0.0,36076.0,2,31,15,1,1,1,2,1,990.0,1,37.0,1.0,1.0,20.0,76.0,33.0,0.0,菲律宾,1.0,21.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
36,8102028181277638656,0,仙禽,37,1,0.0,16251.0,1,10,6,0,0,0,0,1,0.0,0,36.0,0.0,1.0,5.0,80.0,10.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,8102028181277769728,1,武尊,42,0,60.0,71223.0,2,29,26,2,2,2,2,1,1520.0,1,19.0,1.0,1.0,53.0,82.0,21.0,1.0,菲律宾,4.0,19.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
43,8102028181286223872,0,仙禽,43,0,0.0,53081.0,1,29,17,2,4,1,2,0,23925.0,1,39.0,1.0,1.0,43.0,30.0,60.0,4.0,菲律宾,1.0,15.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
38,8102028181288386560,1,峨嵋,41,3,60.0,53779.0,2,17,17,1,1,2,0,0,1170.0,1,35.0,0.0,1.0,54.0,32.0,55.0,2.0,菲律宾,0.0,0.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
41,8102028181293891584,0,青城,44,3,0.0,68705.0,2,20,20,1,2,2,1,2,3280.0,1,37.0,1.0,1.0,68.0,60.0,55.0,0.0,菲律宾,4.0,8.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
29,8102028181305425920,0,峨嵋,29,0,0.0,24064.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,5.0,100.0,27.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028181339340800,0,百花,45,0,120.0,84800.0,2,30,26,2,2,2,2,2,0.0,0,36.0,1.0,1.0,91.0,25.0,68.0,7.0,菲律宾,9.0,9.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
38,8102028181360574464,1,仙禽,40,2,0.0,48622.0,1,16,16,2,2,1,0,1,1640.0,1,27.0,0.0,1.0,41.0,72.0,45.0,11.0,菲律宾,0.0,0.0,1,0,0,3,3,1,1,2,0,0,0,0,0,1
41,8102028181364834304,0,武尊,44,3,0.0,77219.0,2,45,26,2,2,2,4,2,6220.0,1,39.0,1.0,1.0,60.0,70.0,30.0,11.0,菲律宾,19.0,39.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
43,8102028181375811585,0,青城,43,0,60.0,71148.0,2,22,20,1,0,1,2,2,3780.0,1,37.0,1.0,1.0,75.0,70.0,35.0,7.0,菲律宾,30.0,27.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
44,8102028181388623872,0,武尊,44,0,0.0,59883.0,2,41,20,2,1,6,7,2,1870.0,1,39.0,1.0,1.0,63.0,70.0,43.0,5.0,菲律宾,27.0,84.0,1,0,0,4,3,1,1,1,0,0,0,0,0,1
36,8102028181394587648,0,武尊,38,2,0.0,45969.0,1,10,10,1,1,1,0,1,850.0,1,35.0,0.0,1.0,34.0,80.0,27.0,0.0,菲律宾,0.0,0.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
36,8102028181417656320,0,峨嵋,37,1,0.0,29547.0,1,11,11,0,0,1,0,1,0.0,0,36.0,0.0,1.0,8.0,85.0,23.0,2.0,Others,0.0,3.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
17,8102028181429977088,0,青城,17,0,0.0,9504.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8102028181454258176,1,青城,28,2,0.0,27013.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,23.0,84.0,29.0,0.0,Others,0.0,1.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
33,8102028181511962624,0,峨嵋,33,0,0.0,22242.0,0,16,9,1,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,8102028181520482304,0,青城,44,2,0.0,69101.0,2,28,18,2,2,2,0,1,0.0,0,36.0,0.0,1.0,55.0,30.0,20.0,13.0,菲律宾,0.0,8.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
22,8102028181541617664,0,仙禽,22,0,0.0,12799.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028181554003968,0,仙禽,45,0,1340.0,87070.0,2,25,25,2,2,2,6,2,0.0,0,37.0,1.0,1.0,101.0,72.0,336.0,16.0,菲律宾,20.0,32.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
15,8102028181617672192,0,仙禽,18,3,0.0,9143.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8102028181625995264,1,峨嵋,30,0,60.0,37965.0,0,10,10,0,0,0,0,0,1000.0,1,0.0,0.0,1.0,10.0,72.0,47.0,1.0,Others,0.0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
11,8102028181634809856,1,峨嵋,15,4,0.0,7316.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8102028181691695104,1,百花,30,0,0.0,25424.0,0,10,10,0,0,0,0,0,0.0,1,0.0,0.0,1.0,2.0,100.0,28.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,8102028181700739073,0,仙禽,36,0,0.0,18529.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8102028181701033985,0,百花,37,32,0.0,40942.0,1,10,10,1,1,1,2,1,0.0,0,36.0,1.0,1.0,42.0,100.0,20.0,3.0,菲律宾,6.0,16.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
39,8102028181726887936,0,百花,39,0,0.0,49498.0,1,9,9,1,1,1,0,1,1470.0,1,35.0,0.0,1.0,23.0,88.0,40.0,1.0,菲律宾,0.0,6.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
34,8102028181781970944,1,百花,35,1,0.0,13588.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8102028181826994176,0,青城,19,2,0.0,10084.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Others,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8102028181868937216,0,青城,40,0,0.0,46711.0,2,36,17,0,0,1,2,1,0.0,0,15.0,1.0,1.0,59.0,100.0,56.0,7.0,菲律宾,0.0,16.0,1,0,0,4,4,1,1,2,0,0,0,0,0,1
34,8102028181897052160,1,峨嵋,36,2,60.0,32318.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,3.0,100.0,9.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17,8102028182072918016,0,百花,17,0,0.0,8397.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Others,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8102028182077800448,1,仙禽,37,1,0.0,31230.0,0,7,7,1,1,2,0,0,0.0,0,0.0,0.0,1.0,11.0,70.0,17.0,0.0,菲律宾,1.0,3.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
10,8102028182163259392,1,仙禽,12,2,0.0,6349.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8102028182170107904,1,仙禽,12,0,0.0,6419.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,8102028182220177408,1,武尊,26,2,0.0,15018.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8102028182241771520,0,百花,41,1,300.0,78352.0,2,24,23,2,2,2,3,2,0.0,0,37.0,1.0,1.0,74.0,78.0,22.0,1.0,Others,9.0,23.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
27,8102028182258155520,1,峨嵋,29,2,0.0,12157.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,2.0,100.0,8.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
38,8102028182278537216,1,峨嵋,38,0,0.0,39357.0,1,15,13,1,1,2,1,0,0.0,0,37.0,1.0,1.0,30.0,85.0,11.0,0.0,菲律宾,0.0,10.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
21,8102028182319398912,1,峨嵋,24,3,60.0,23282.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8102028182319824896,0,峨嵋,40,0,60.0,53262.0,2,19,19,1,1,2,1,1,975.0,1,17.0,1.0,1.0,57.0,100.0,45.0,1.0,菲律宾,2.0,7.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
38,8102028182372286464,0,百花,41,3,0.0,55264.0,1,9,9,0,1,1,0,1,0.0,0,37.0,0.0,1.0,33.0,85.0,4.0,2.0,菲律宾,0.0,1.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
1,8102028182419636224,1,武尊,3,2,0.0,1259.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8102028182486056960,1,青城,23,1,0.0,11716.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8102028182487400448,1,峨嵋,36,0,0.0,43652.0,2,14,14,1,1,2,0,0,1670.0,1,25.0,0.0,1.0,54.0,72.0,64.0,3.0,菲律宾,0.0,1.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
1,8102028182492708864,1,仙禽,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,8102028182494281728,0,百花,38,11,0.0,32411.0,1,11,11,0,0,1,0,0,350.0,1,37.0,0.0,1.0,16.0,100.0,16.0,0.0,菲律宾,1.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
37,8102028182528589824,1,峨嵋,37,0,60.0,42557.0,1,10,10,0,0,2,1,0,0.0,0,31.0,1.0,1.0,24.0,70.0,31.0,0.0,菲律宾,7.0,8.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
12,8102028182543728640,0,仙禽,17,5,0.0,9589.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8102028182551396352,1,青城,37,0,60.0,47052.0,2,14,14,1,1,2,0,0,0.0,0,34.0,0.0,1.0,44.0,64.0,19.0,0.0,菲律宾,0.0,0.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
32,8102028182569746432,0,峨嵋,35,3,0.0,26265.0,0,6,6,1,0,1,0,2,2530.0,1,0.0,0.0,1.0,17.0,74.0,26.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8102028182595600384,0,峨嵋,38,0,480.0,49921.0,1,18,17,0,0,2,2,0,2220.0,1,37.0,1.0,1.0,60.0,80.0,24.0,0.0,菲律宾,6.0,21.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
18,8102028182641475584,1,青城,20,2,0.0,8734.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028182645374976,0,青城,43,0,0.0,76449.0,2,52,26,3,2,2,3,1,8505.0,1,35.0,1.0,1.0,85.0,100.0,95.0,14.0,菲律宾,3.0,20.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
1,8102028182652223488,1,武尊,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8102028182654091264,1,青城,37,0,0.0,32693.0,0,10,10,0,0,0,0,0,0.0,0,0.0,0.0,1.0,9.0,100.0,161.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
41,8102028182656712704,0,百花,41,0,0.0,59913.0,2,36,18,0,1,2,2,1,1300.0,1,15.0,1.0,1.0,75.0,32.0,86.0,12.0,菲律宾,5.0,3.0,1,0,0,4,4,1,0,2,0,0,0,0,0,1
44,8102028182660120576,0,仙禽,45,1,0.0,78956.0,2,48,33,2,2,2,6,2,0.0,0,26.0,1.0,1.0,90.0,80.0,50.0,24.0,菲律宾,45.0,47.0,0,0,0,4,4,3,1,1,0,0,0,0,0,1
28,8102028182662709248,0,峨嵋,29,1,0.0,19882.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028182671785985,0,百花,45,1,0.0,87723.0,2,40,23,2,2,2,3,2,0.0,0,34.0,1.0,1.0,92.0,50.0,62.0,3.0,菲律宾,8.0,13.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
